0.244	0.03	saccade	3	122
0.274	1.788	fixation	2	137
2.062	0.056	saccade	3	1031
2.118	1.502	fixation	2	1059
3.62	0.07	saccade	3	1810
3.69	1.51	fixation	2	1845
5.2	0.072	saccade	3	2600
5.272	1.764	fixation	2	2636
7.036	0.082	saccade	3	3518
7.118	0.124	fixation	2	3559
7.242	0.022	saccade	3	3621
7.264	1.398	fixation	2	3632
8.662	0.084	saccade	3	4331
8.746	0.144	fixation	2	4373
8.89	0.02	saccade	3	4445
8.91	1.386	fixation	2	4455
10.296	0.042	saccade	3	5148
10.338	1.716	fixation	2	5169
12.054	0.03	saccade	3	6027
12.084	0.536	fixation	2	6042
12.62	0.174	saccade	3	6310
12.652	0.098	blink	1	6326
12.794	1.166	fixation	2	6397
13.96	0.056	saccade	3	6980
14.016	0.146	fixation	2	7008
14.162	0.02	saccade	3	7081
14.182	1.36	fixation	2	7091
15.542	0.066	saccade	3	7771
15.608	1.764	fixation	2	7804
17.372	0.054	saccade	3	8686
17.426	0.11	fixation	2	8713
17.536	0.022	saccade	3	8768
17.558	1.442	fixation	2	8779
19.0	0.082	saccade	3	9500
19.082	1.634	fixation	2	9541
20.716	0.06	saccade	3	10358
20.776	0.092	fixation	2	10388
20.868	0.026	saccade	3	10434
20.894	1.442	fixation	2	10447
22.336	0.05	saccade	3	11168
22.386	1.878	fixation	2	11193
24.264	0.09	saccade	3	12132
24.354	0.144	fixation	2	12177
24.498	0.022	saccade	3	12249
24.52	1.474	fixation	2	12260
25.994	0.17	saccade	3	12997
26.066	0.062	blink	1	13033
26.164	1.478	fixation	2	13082
27.642	0.044	saccade	3	13821
27.686	1.828	fixation	2	13843
29.514	0.034	saccade	3	14757
29.548	0.18	fixation	2	14774
29.728	0.018	saccade	3	14864
29.746	1.484	fixation	2	14873
31.23	0.058	saccade	3	15615
31.288	0.118	fixation	2	15644
31.406	0.022	saccade	3	15703
31.428	0.258	fixation	2	15714
31.686	0.162	saccade	3	15843
31.716	0.09	blink	1	15858
31.848	1.216	fixation	2	15924
33.064	0.05	saccade	3	16532
33.114	0.134	fixation	2	16557
33.248	0.022	saccade	3	16624
33.27	1.562	fixation	2	16635
34.832	0.056	saccade	3	17416
34.888	1.296	fixation	2	17444
36.184	0.024	saccade	3	18092
36.208	0.448	fixation	2	18104
36.656	0.068	saccade	3	18328
36.724	1.616	fixation	2	18362
38.34	0.05	saccade	3	19170
38.39	1.708	fixation	2	19195
40.098	0.07	saccade	3	20049
40.168	0.128	fixation	2	20084
40.296	0.022	saccade	3	20148
40.318	1.564	fixation	2	20159
41.882	0.078	saccade	3	20941
41.96	0.108	fixation	2	20980
42.068	0.024	saccade	3	21034
42.092	1.386	fixation	2	21046
43.478	0.032	saccade	3	21739
43.51	0.17	fixation	2	21755
43.68	0.168	saccade	3	21840
43.712	0.09	blink	1	21856
43.848	1.436	fixation	2	21924
45.284	0.048	saccade	3	22642
45.332	1.694	fixation	2	22666
47.026	0.048	saccade	3	23513
47.074	0.364	fixation	2	23537
47.438	0.024	saccade	3	23719
47.462	0.226	fixation	2	23731
47.688	0.022	saccade	3	23844
47.71	0.144	fixation	2	23855
47.854	0.03	saccade	3	23927
47.884	0.14	fixation	2	23942
48.024	0.024	saccade	3	24012
48.048	0.434	fixation	2	24024
48.482	0.044	saccade	3	24241
48.526	0.5	fixation	2	24263
49.026	0.178	saccade	3	24513
49.064	0.09	blink	1	24532
49.204	0.284	fixation	2	24602
49.488	0.02	saccade	3	24744
49.508	0.224	fixation	2	24754
49.732	0.218	saccade	3	24866
49.766	0.134	blink	1	24883
49.95	0.53	fixation	2	24975
50.48	0.026	saccade	3	25240
50.506	0.088	fixation	2	25253
50.594	0.158	saccade	3	25297
50.63	0.074	blink	1	25315
50.752	0.166	fixation	2	25376
50.918	0.03	saccade	3	25459
50.948	0.328	fixation	2	25474
51.276	0.02	saccade	3	25638
51.296	0.56	fixation	2	25648
51.856	0.026	saccade	3	25928
51.882	0.57	fixation	2	25941
52.452	0.14	saccade	3	26226
52.498	0.04	blink	1	26249
52.592	0.478	fixation	2	26296
53.07	0.024	saccade	3	26535
53.094	0.764	fixation	2	26547
53.858	0.154	saccade	3	26929
53.894	0.068	blink	1	26947
54.012	0.194	fixation	2	27006
54.206	0.028	saccade	3	27103
54.234	1.844	fixation	2	27117
56.078	0.15	saccade	3	28039
56.12	0.056	blink	1	28060
56.228	0.54	fixation	2	28114
56.768	0.024	saccade	3	28384
56.792	1.788	fixation	2	28396
58.58	0.136	saccade	3	29290
58.618	0.046	blink	1	29309
58.716	0.172	fixation	2	29358
58.888	0.026	saccade	3	29444
58.914	0.604	fixation	2	29457
59.518	0.028	saccade	3	29759
59.546	0.21	fixation	2	29773
59.756	0.028	saccade	3	29878
59.784	0.258	fixation	2	29892
60.042	0.026	saccade	3	30021
60.068	0.4	fixation	2	30034
60.468	0.162	saccade	3	30234
60.502	0.082	blink	1	30251
60.63	0.68	fixation	2	30315
61.31	0.024	saccade	3	30655
61.334	0.464	fixation	2	30667
61.798	0.03	saccade	3	30899
61.828	0.288	fixation	2	30914
62.116	0.016	saccade	3	31058
62.132	0.274	fixation	2	31066
62.406	0.02	saccade	3	31203
62.426	0.194	fixation	2	31213
62.62	0.134	saccade	3	31310
62.662	0.04	blink	1	31331
62.754	0.168	fixation	2	31377
62.922	0.028	saccade	3	31461
62.95	0.376	fixation	2	31475
63.326	0.02	saccade	3	31663
63.346	0.438	fixation	2	31673
63.784	0.024	saccade	3	31892
63.808	0.418	fixation	2	31904
64.226	0.142	saccade	3	32113
64.262	0.056	blink	1	32131
64.368	0.658	fixation	2	32184
65.026	0.03	saccade	3	32513
65.056	0.96	fixation	2	32528
66.016	0.148	saccade	3	33008
66.046	0.076	blink	1	33023
66.164	0.346	fixation	2	33082
66.51	0.154	saccade	3	33255
66.542	0.082	blink	1	33271
66.664	0.454	fixation	2	33332
67.118	0.02	saccade	3	33559
67.138	1.552	fixation	2	33569
68.69	0.048	saccade	3	34345
68.738	1.668	fixation	2	34369
70.406	0.032	saccade	3	35203
70.438	1.79	fixation	2	35219
72.228	0.082	saccade	3	36114
72.31	0.094	fixation	2	36155
72.404	0.026	saccade	3	36202
72.43	1.56	fixation	2	36215
73.99	0.066	saccade	3	36995
74.056	0.094	fixation	2	37028
74.15	0.02	saccade	3	37075
74.17	1.478	fixation	2	37085
75.648	0.048	saccade	3	37824
75.696	0.394	fixation	2	37848
76.09	0.13	saccade	3	38045
76.13	0.04	blink	1	38065
